school_year,fipst,statename,sch_name,st_leaid,leaid,st_schid,ncessch,frl
2016-2017,41,OREGON,Newberg Senior High School,OR-00000000002254,4108720,OR-00000000002254-00000000000000001222,410872001274,530
2016-2017,41,OREGON,Newby Elementary School,OR-00000000002256,4108010,OR-00000000002256-00000000000000001231,410801001282,336
2016-2017,41,OREGON,Newport High School,OR-00000000002097,4107500,OR-00000000002097-00000000000000000627,410750000663,306
2016-2017,41,OREGON,Newport Middle School,OR-00000000002097,4107500,OR-00000000002097-00000000000000000615,410750000661,233
2016-2017,41,OREGON,Ninety-One School,OR-00000000001929,4102640,OR-00000000001929-00000000000000000127,410264000135,158
2016-2017,41,OREGON,Nixyaawii Community School,OR-00000000002207,4109510,OR-00000000002207-00000000000000004202,410951001534,40
2016-2017,41,OREGON,North Albany Elementary School,OR-00000000002100,4101120,OR-00000000002100-00000000000000000637,410112000029,40
2016-2017,41,OREGON,North Albany Middle School,OR-00000000002100,4101120,OR-00000000002100-00000000000000000638,410112000734,196
2016-2017,41,OREGON,North Bay Elementary School,OR-00000000001966,4108820,OR-00000000001966-00000000000000000205,410882000221,329
2016-2017,41,OREGON,North Bend Middle School,OR-00000000001966,4108820,OR-00000000001966-00000000000000000208,410882000224,274
2016-2017,41,OREGON,North Bend Senior High School,OR-00000000001966,4108820,OR-00000000001966-00000000000000000209,410882000225,377
2016-2017,41,OREGON,North Columbia Academy,OR-00000000001946,4103265,OR-00000000001946-00000000000000004234,410326501670,27
2016-2017,41,OREGON,North Douglas Elementary School,OR-00000000001996,4104350,OR-00000000001996-00000000000000000296,410435000316,126
2016-2017,41,OREGON,North Douglas High School,OR-00000000001996,4104350,OR-00000000001996-00000000000000000297,410435000317,41
2016-2017,41,OREGON,North Eugene High School,OR-00000000002082,4104740,OR-00000000002082-00000000000000000536,410474000571,465
2016-2017,41,OREGON,North Gresham Elementary School,OR-00000000002183,4106000,OR-00000000002183-00000000000000000938,410600000992,417
2016-2017,41,OREGON,North Lake School,OR-00000000002061,4111400,OR-00000000002061-00000000000000001289,411140001381,174
2016-2017,41,OREGON,North Marion High School,OR-00000000002141,4108880,OR-00000000002141-00000000000000000726,410888000772,332
2016-2017,41,OREGON,North Marion Intermediate School,OR-00000000002141,4108880,OR-00000000002141-00000000000000000724,410888000771,298
2016-2017,41,OREGON,North Marion Middle School,OR-00000000002141,4108880,OR-00000000002141-00000000000000000725,410888001326,271
2016-2017,41,OREGON,North Marion Primary School,OR-00000000002141,4108880,OR-00000000002141-00000000000000003146,410888001424,260
2016-2017,41,OREGON,North Medford High School,OR-00000000002048,4108040,OR-00000000002048-00000000000000000424,410804000445,771
2016-2017,41,OREGON,North Middle School,OR-00000000002054,4105910,OR-00000000002054-00000000000000000438,410591000460,515
2016-2017,41,OREGON,North Plains Elementary School,OR-00000000002239,4100023,OR-00000000002239-00000000000000001190,410002301243,88
2016-2017,41,OREGON,North Powder Charter School,OR-00000000002214,4108940,OR-00000000002214-00000000000000003365,410894001135,170
2016-2017,41,OREGON,North Salem High School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000773,411082000818,1425
2016-2017,41,OREGON,North Valley High School,OR-00000000002055,4106900,OR-00000000002055-00000000000000000457,410690000481,278
2016-2017,41,OREGON,Nyssa Elementary School,OR-00000000002110,4109000,OR-00000000002110-00000000000000000702,410900000750,396
2016-2017,41,OREGON,Nyssa High School,OR-00000000002110,4109000,OR-00000000002110-00000000000000000704,410900000752,236
2016-2017,41,OREGON,Nyssa Middle School,OR-00000000002110,4109000,OR-00000000002110-00000000000000000703,410900000751,187
2016-2017,41,OREGON,Oak Creek Elementary School,OR-00000000001923,4107230,OR-00000000001923-00000000000000001288,410723001378,75
2016-2017,41,OREGON,Oak Elementary School,OR-00000000002100,4101120,OR-00000000002100-00000000000000000643,410112000672,163
2016-2017,41,OREGON,Oak Grove Elementary,OR-00000000001924,4108830,OR-00000000001924-00000000000000003342,410883001484,244
2016-2017,41,OREGON,Oak Grove Elementary School,OR-00000000002048,4108040,OR-00000000002048-00000000000000000415,410804000435,377
2016-2017,41,OREGON,Oak Grove Elementary School,OR-00000000002100,4101120,OR-00000000002100-00000000000000000639,410112000017,36
2016-2017,41,OREGON,Oak Heights Elementary School,OR-00000000002102,4111970,OR-00000000002102-00000000000000000666,411197000706,211
2016-2017,41,OREGON,Oak Hills Elementary School,OR-00000000002243,4101920,OR-00000000002243-00000000000000001171,410192001223,91
2016-2017,41,OREGON,Oakdale Heights Elementary School,OR-00000000002190,4103860,OR-00000000002190-00000000000000000990,410386001044,182
2016-2017,41,OREGON,Oakland Elementary School,OR-00000000001990,4109120,OR-00000000001990-00000000000000000267,410912000286,112
2016-2017,41,OREGON,Oakland High School,OR-00000000001990,4109120,OR-00000000001990-00000000000000000268,410912000287,90
2016-2017,41,OREGON,Oaklea Middle School,OR-00000000002091,4106930,OR-00000000002091-00000000000000000596,410693000631,237
2016-2017,41,OREGON,Oakridge Elementary School,OR-00000000002093,4109150,OR-00000000002093-00000000000000000600,410915000635,220
2016-2017,41,OREGON,Oakridge High School,OR-00000000002093,4109150,OR-00000000002093-00000000000000000602,410915000637,102
2016-2017,41,OREGON,Oakridge Junior High School,OR-00000000002093,4109150,OR-00000000002093-00000000000000000601,410915000636,48
2016-2017,41,OREGON,Obsidian Middle School,OR-00000000001977,4110350,OR-00000000001977-00000000000000000262,411035000281,380
2016-2017,41,OREGON,Ocean Crest Elementary School,OR-00000000001969,4101800,OR-00000000001969-00000000000000000217,410180000236,157
2016-2017,41,OREGON,Ocean Dunes High School,OR-00000000003477,4100043,OR-00000000003477-00000000000000002387,410004301412,NA
2016-2017,41,OREGON,Oceanlake Elementary School,OR-00000000002097,4107500,OR-00000000002097-00000000000000000617,410750000651,230
2016-2017,41,OREGON,Ockley Green Middle School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000878,411004000925,378
2016-2017,41,OREGON,Ogden Middle School,OR-00000000001928,4109330,OR-00000000001928-00000000000000000116,410933000124,298
2016-2017,41,OREGON,Oliver Elementary School,OR-00000000002185,4102800,OR-00000000002185-00000000000000000962,410280001015,383
2016-2017,41,OREGON,Ontario High School,OR-00000000002108,4109270,OR-00000000002108-00000000000000000699,410927000746,494
2016-2017,41,OREGON,Ontario Middle School,OR-00000000002108,4109270,OR-00000000002108-00000000000000000698,410927000745,264
2016-2017,41,OREGON,Opal School of the Portland Children's Museum,OR-00000000002180,4110040,OR-00000000002180-00000000000000003451,411004001435,NA
2016-2017,41,OREGON,Optimum Learning Environment Charter School,OR-00000000002142,4110820,OR-00000000002142-00000000000000003528,411082004193,26
2016-2017,41,OREGON,Orchard Hill Elementary School,OR-00000000002039,4109630,OR-00000000002039-00000000000000000370,410963001335,284
2016-2017,41,OREGON,Oregon City Senior High School,OR-00000000001928,4109330,OR-00000000001928-00000000000000000118,410933000126,603
2016-2017,41,OREGON,Oregon City Service Learning Academy,OR-00000000001928,4109330,OR-00000000001928-00000000000000002735,410933001666,107
2016-2017,41,OREGON,Oregon Connections Academy,OR-00000000002104,4108100,OR-00000000002104-00000000000000004399,410810001680,NA
2016-2017,41,OREGON,Oregon School for the Deaf,OR-00000000002336,4100009,OR-00000000002336-00000000000000001832,410000900062,69
2016-2017,41,OREGON,Oregon Trail  Academy,OR-00000000001926,4110890,OR-00000000001926-00000000000000004820,411089001799,38
2016-2017,41,OREGON,Oregon Trail Elementary School,OR-00000000001924,4108830,OR-00000000001924-00000000000000004766,410883000008,128
2016-2017,41,OREGON,Oregon Virtual Academy,OR-00000000001966,4108820,OR-00000000001966-00000000000000004690,410882001751,NA
2016-2017,41,OREGON,Oregon Virtual Education,OR-00000000002103,4111040,OR-00000000002103-00000000000000005061,411104001818,NA
2016-2017,41,OREGON,Orenco Elementary School,OR-00000000002239,4100023,OR-00000000002239-00000000000000003160,410002301499,184
2016-2017,41,OREGON,Otto Petersen Elementary School,OR-00000000001944,4110980,OR-00000000001944-00000000000000000159,411098000169,143
2016-2017,41,OREGON,Pacific Crest Middle School,OR-00000000001976,4101980,OR-00000000001976-00000000000000005292,410198001839,72
2016-2017,41,OREGON,Pacific High School,OR-00000000001973,4110020,OR-00000000001973-00000000000000000229,411002000247,39
2016-2017,41,OREGON,Paisley School,OR-00000000002060,4109430,OR-00000000002060-00000000000000003360,410943000521,NA
2016-2017,41,OREGON,Parkdale Elementary School,OR-00000000002024,4106510,OR-00000000002024-00000000000000000364,410651000384,146
2016-2017,41,OREGON,Parklane Elementary School,OR-00000000002185,4102800,OR-00000000002185-00000000000000000963,410280001016,303
2016-2017,41,OREGON,Parkrose High School,OR-00000000002181,4109480,OR-00000000002181-00000000000000000931,410948000987,682
2016-2017,41,OREGON,Parkrose Middle School,OR-00000000002181,4109480,OR-00000000002181-00000000000000000930,410948000986,586
2016-2017,41,OREGON,Parkside Elementary,OR-00000000002054,4105910,OR-00000000002054-00000000000000001351,410591000970,347
2016-2017,41,OREGON,Parrish Middle School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000767,411082000813,589
2016-2017,41,OREGON,Patrick Elementary School,OR-00000000002042,4102940,OR-00000000002042-00000000000000000384,410294000404,204
2016-2017,41,OREGON,Patton Middle School,OR-00000000002256,4108010,OR-00000000002256-00000000000000001233,410801001283,464
2016-2017,41,OREGON,Paul L Patterson Elementary School,OR-00000000002239,4100023,OR-00000000002239-00000000000000003159,410002301500,105
2016-2017,41,OREGON,Paulina School,OR-00000000001970,4103720,OR-00000000001970-00000000000000000222,410372000241,12
2016-2017,41,OREGON,Pelican Elementary School,OR-00000000002056,4107080,OR-00000000002056-00000000000000000462,410708000486,187
2016-2017,41,OREGON,Pendleton Early Learning Center,OR-00000000002207,4109510,OR-00000000002207-00000000000000005287,410951001838,143
2016-2017,41,OREGON,Pendleton High School,OR-00000000002207,4109510,OR-00000000002207-00000000000000001052,410951001111,325
2016-2017,41,OREGON,Peninsula Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000879,411004000926,164
2016-2017,41,OREGON,Periwinkle Elementary School,OR-00000000002100,4101120,OR-00000000002100-00000000000000000636,410112000680,249
2016-2017,41,OREGON,Perrydale School,OR-00000000002192,4109530,OR-00000000002192-00000000000000003378,410953001060,107
2016-2017,41,OREGON,Peterson Elementary School,OR-00000000002057,4107020,OR-00000000002057-00000000000000000477,410702000502,369
2016-2017,41,OREGON,Philander Lee Elementary School,OR-00000000001929,4102640,OR-00000000001929-00000000000000004435,410264001659,212
2016-2017,41,OREGON,Philomath Elementary School,OR-00000000001900,4109600,OR-00000000001900-00000000000000000020,410960000022,186
2016-2017,41,OREGON,Philomath High School,OR-00000000001900,4109600,OR-00000000001900-00000000000000000022,410960000024,155
2016-2017,41,OREGON,Philomath Middle School,OR-00000000001900,4109600,OR-00000000001900-00000000000000000021,410960000023,136
2016-2017,41,OREGON,Phoenix Elementary School,OR-00000000002039,4109630,OR-00000000002039-00000000000000000371,410963000391,306
2016-2017,41,OREGON,Phoenix High School,OR-00000000002039,4109630,OR-00000000002039-00000000000000000374,410963000394,352
2016-2017,41,OREGON,Phoenix School,OR-00000000001991,4110710,OR-00000000001991-00000000000000004391,411071001685,130
2016-2017,41,OREGON,Pilot Butte Middle School,OR-00000000001976,4101980,OR-00000000001976-00000000000000000249,410198000268,454
2016-2017,41,OREGON,Pilot Rock Elementary School,OR-00000000002202,4109660,OR-00000000002202-00000000000000001027,410966001085,149
2016-2017,41,OREGON,Pilot Rock High School,OR-00000000002202,4109660,OR-00000000002202-00000000000000001028,410966001086,90
2016-2017,41,OREGON,Pine Creek Elementary School,OR-00000000002016,4109690,OR-00000000002016-00000000000000000347,410969000366,NA
2016-2017,41,OREGON,Pine Eagle Charter School,OR-00000000001897,4109720,OR-00000000001897-00000000000000000015,410972000016,142
2016-2017,41,OREGON,Pine Ridge Elementary,OR-00000000001976,4101980,OR-00000000001976-00000000000000003947,410198001576,157
2016-2017,41,OREGON,Pinehurst Elementary School,OR-00000000002047,4109750,OR-00000000002047-00000000000000000407,410975000427,NA
2016-2017,41,OREGON,Pioneer Elementary School,OR-00000000002108,4109270,OR-00000000002108-00000000000000000697,410927000744,115
2016-2017,41,OREGON,Pioneer School,OR-00000000002101,4107380,OR-00000000002101-00000000000000003504,410738004185,214
2016-2017,41,OREGON,Pioneer Secondary Alternative High School,OR-00000000001970,4103720,OR-00000000001970-00000000000000004392,410372001682,42
2016-2017,41,OREGON,Pleasant Hill Elementary School,OR-00000000002081,4109870,OR-00000000002081-00000000000000000500,410987000527,173
2016-2017,41,OREGON,Pleasant Hill High School,OR-00000000002081,4109870,OR-00000000002081-00000000000000000502,410987000529,180
2016-2017,41,OREGON,Pleasant Valley Elementary School,OR-00000000002185,4102800,OR-00000000002185-00000000000000000966,410280001019,210
2016-2017,41,OREGON,Plush Elementary School,OR-00000000002062,4109960,OR-00000000002062-00000000000000000497,410996000523,NA
2016-2017,41,OREGON,Ponderosa Elementary,OR-00000000001976,4101980,OR-00000000001976-00000000000000004646,410198001747,254
2016-2017,41,OREGON,Ponderosa Middle School,OR-00000000002056,4107080,OR-00000000002056-00000000000000000463,410708000487,449
2016-2017,41,OREGON,Portland Arthur Academy Charter School,OR-00000000002180,4110040,OR-00000000002180-00000000000000004400,411004001667,65
2016-2017,41,OREGON,Portland Village School,OR-00000000002180,4110040,OR-00000000002180-00000000000000004534,411004001649,98
2016-2017,41,OREGON,Powell Butte Community Charter School,OR-00000000001970,4103720,OR-00000000001970-00000000000000000223,410372000242,NA
2016-2017,41,OREGON,Powell Valley Elementary School,OR-00000000002183,4106000,OR-00000000002183-00000000000000000939,410600000993,284
2016-2017,41,OREGON,Powers Elementary School,OR-00000000001967,4110080,OR-00000000001967-00000000000000000210,411008000226,NA
2016-2017,41,OREGON,Powers High School,OR-00000000001967,4110080,OR-00000000001967-00000000000000000211,411008000227,NA
2016-2017,41,OREGON,Prairie City School,OR-00000000002009,4110110,OR-00000000002009-00000000000000003349,411011000352,89
2016-2017,41,OREGON,Prairie Mountain School,OR-00000000002088,4102040,OR-00000000002088-00000000000000003567,410204004179,449
2016-2017,41,OREGON,Pratum Elementary School,OR-00000000002138,4111450,OR-00000000002138-00000000000000000780,411145000825,NA
2016-2017,41,OREGON,Prescott Elementary School,OR-00000000002181,4109480,OR-00000000002181-00000000000000000925,410948000979,267
2016-2017,41,OREGON,Pringle Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000756,411082000802,227
2016-2017,41,OREGON,Prospect Charter School,OR-00000000002045,4110200,OR-00000000002045-00000000000000003356,411020000111,171
2016-2017,41,OREGON,Putnam High School,OR-00000000001924,4108830,OR-00000000001924-00000000000000000087,410883000095,463
2016-2017,41,OREGON,Quatama Elementary School,OR-00000000002239,4100023,OR-00000000002239-00000000000000004643,410002301759,162
