school_year,fipst,statename,sch_name,st_leaid,leaid,st_schid,ncessch,teachers
2017-2018,41,OREGON,Cummings Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000735,411082000781,20.90
2017-2018,41,OREGON,Englewood Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000736,411082000782,17.95
2017-2018,41,OREGON,Wright Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000737,411082000783,19.16
2017-2018,41,OREGON,Four Corners Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000738,411082000784,27.75
2017-2018,41,OREGON,Grant Community School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000740,411082000786,23.05
2017-2018,41,OREGON,Scott Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000741,411082000787,31.00
2017-2018,41,OREGON,Highland Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000743,411082000789,20.79
2017-2018,41,OREGON,Hoover Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000744,411082000790,24.53
2017-2018,41,OREGON,Gubser Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000745,411082000791,24.04
2017-2018,41,OREGON,Kennedy Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000746,411082000792,24.54
2017-2018,41,OREGON,Keizer Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000747,411082000793,34.70
2017-2018,41,OREGON,Liberty Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000749,411082000795,17.54
2017-2018,41,OREGON,McKinley Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000750,411082000796,16.43
2017-2018,41,OREGON,Eyre Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000751,411082000797,28.27
2017-2018,41,OREGON,Morningside Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000753,411082000799,18.69
2017-2018,41,OREGON,Myers Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000754,411082000800,24.60
2017-2018,41,OREGON,Hayesville Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000755,411082000801,21.35
2017-2018,41,OREGON,Pringle Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000756,411082000802,26.18
2017-2018,41,OREGON,Richmond Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000757,411082000803,22.95
2017-2018,41,OREGON,Salem Heights Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000759,411082000805,15.35
2017-2018,41,OREGON,Schirle Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000760,411082000806,20.02
2017-2018,41,OREGON,Sumpter Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000761,411082000807,24.71
2017-2018,41,OREGON,Swegle Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000762,411082000808,29.09
2017-2018,41,OREGON,Washington Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000763,411082000809,19.90
2017-2018,41,OREGON,Judson Middle School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000765,411082000811,40.38
2017-2018,41,OREGON,Leslie Middle School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000766,411082000812,35.31
2017-2018,41,OREGON,Parrish Middle School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000767,411082000813,34.18
2017-2018,41,OREGON,Waldo Middle School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000768,411082000814,50.67
2017-2018,41,OREGON,Walker Middle School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000769,411082000815,27.98
2017-2018,41,OREGON,Whiteaker Middle School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000770,411082000816,34.53
2017-2018,41,OREGON,McNary High School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000772,411082000817,85.48
2017-2018,41,OREGON,North Salem High School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000773,411082000818,79.69
2017-2018,41,OREGON,Sprague High School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000774,411082000819,70.39
2017-2018,41,OREGON,South Salem High School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000775,411082000820,78.06
2017-2018,41,OREGON,Howard Street Charter,OR-00000000002142,4110820,OR-00000000002142-00000000000000001358,411082001048,2.50
2017-2018,41,OREGON,McKay High School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000771,411082001296,100.16
2017-2018,41,OREGON,Chapman Hill Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000001244,411082001342,18.94
2017-2018,41,OREGON,Claggett Creek Middle School,OR-00000000002142,4110820,OR-00000000002142-00000000000000003373,411082001440,40.40
2017-2018,41,OREGON,Weddle Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000003374,411082001441,20.98
2017-2018,41,OREGON,Lamb Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000003375,411082001442,25.95
2017-2018,41,OREGON,Hammond Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000003376,411082001443,25.05
2017-2018,41,OREGON,Hallman Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000003377,411082001444,20.81
2017-2018,41,OREGON,Miller Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000003215,411082001497,20.24
2017-2018,41,OREGON,Jane Goodall Environmental Middle Charter School,OR-00000000002142,4110820,OR-00000000002142-00000000000000004210,411082001536,4.50
2017-2018,41,OREGON,Harritt Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000004068,411082001600,24.73
2017-2018,41,OREGON,Valley Inquiry Charter School,OR-00000000002142,4110820,OR-00000000002142-00000000000000004390,411082001683,7.40
2017-2018,41,OREGON,Early College High School,OR-00000000002142,4110820,OR-00000000002142-00000000000000004589,411082001717,15.56
2017-2018,41,OREGON,Roberts High School,OR-00000000002142,4110820,OR-00000000002142-00000000000000004596,411082001738,36.56
2017-2018,41,OREGON,Straub Middle School,OR-00000000002142,4110820,OR-00000000002142-00000000000000004859,411082001805,25.92
2017-2018,41,OREGON,Kalapuya Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000004858,411082001809,26.10
2017-2018,41,OREGON,Battle Creek Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000005066,411082001819,28.35
2017-2018,41,OREGON,Cesar E Chavez Elem,OR-00000000002142,4110820,OR-00000000002142-00000000000000005064,411082001826,29.15
2017-2018,41,OREGON,West Salem High School,OR-00000000002142,4110820,OR-00000000002142-00000000000000003463,411082004191,76.25
2017-2018,41,OREGON,Lee Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000003526,411082004192,16.34
2017-2018,41,OREGON,Optimum Learning Environment Charter School,OR-00000000002142,4110820,OR-00000000002142-00000000000000003528,411082004193,6.30
2017-2018,41,OREGON,Forest Ridge Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000003529,411082004194,12.20
2017-2018,41,OREGON,Welches Elementary School,OR-00000000001926,4110890,OR-00000000001926-00000000000000000088,411089000096,10.60
2017-2018,41,OREGON,Naas Elementary School,OR-00000000001926,4110890,OR-00000000001926-00000000000000000096,411089000103,17.47
2017-2018,41,OREGON,Boring Middle School,OR-00000000001926,4110890,OR-00000000001926-00000000000000000097,411089000104,15.50
2017-2018,41,OREGON,Sandy Grade School,OR-00000000001926,4110890,OR-00000000001926-00000000000000000100,411089000106,13.33
2017-2018,41,OREGON,Firwood Elementary School,OR-00000000001926,4110890,OR-00000000001926-00000000000000000101,411089000107,22.32
2017-2018,41,OREGON,Cedar Ridge Middle School,OR-00000000001926,4110890,OR-00000000001926-00000000000000000102,411089000108,17.33
2017-2018,41,OREGON,Sandy High School,OR-00000000001926,4110890,OR-00000000001926-00000000000000000141,411089000149,51.53
2017-2018,41,OREGON,Kelso Elementary School,OR-00000000001926,4110890,OR-00000000001926-00000000000000000099,411089001297,15.83
2017-2018,41,OREGON,Welches Middle School,OR-00000000001926,4110890,OR-00000000001926-00000000000000002392,411089001453,3.34
2017-2018,41,OREGON,Oregon Trail  Academy,OR-00000000001926,4110890,OR-00000000001926-00000000000000004820,411089001799,14.17
2017-2018,41,OREGON,Grant Watts Elementary School,OR-00000000001944,4110980,OR-00000000001944-00000000000000000158,411098000168,19.57
2017-2018,41,OREGON,Otto Petersen Elementary School,OR-00000000001944,4110980,OR-00000000001944-00000000000000000159,411098000169,23.82
2017-2018,41,OREGON,Warren Elementary School,OR-00000000001944,4110980,OR-00000000001944-00000000000000000160,411098000170,9.40
2017-2018,41,OREGON,Scappoose Middle School,OR-00000000001944,4110980,OR-00000000001944-00000000000000000161,411098000171,16.75
2017-2018,41,OREGON,Scappoose High School,OR-00000000001944,4110980,OR-00000000001944-00000000000000000162,411098000172,36.89
2017-2018,41,OREGON,Sauvie Island School,OR-00000000001944,4110980,OR-00000000001944-00000000000000000958,411098001011,12.00
2017-2018,41,OREGON,South Columbia Family School,OR-00000000001944,4110980,OR-00000000001944-00000000000000004221,411098001542,2.37
2017-2018,41,OREGON,Centennial Elementary School,OR-00000000002103,4111040,OR-00000000002103-00000000000000000676,411104000716,14.86
2017-2018,41,OREGON,Scio Middle School,OR-00000000002103,4111040,OR-00000000002103-00000000000000000677,411104000717,7.80
2017-2018,41,OREGON,Scio High School,OR-00000000002103,4111040,OR-00000000002103-00000000000000000678,411104000718,15.26
2017-2018,41,OREGON,Lourdes School,OR-00000000002103,4111040,OR-00000000002103-00000000000000002994,411104001494,2.35
2017-2018,41,OREGON,Oregon Virtual Education,OR-00000000002103,4111040,OR-00000000002103-00000000000000005061,411104001818,13.72
2017-2018,41,OREGON,Broadway Middle School,OR-00000000001935,4111100,OR-00000000001935-00000000000000000150,411110000159,17.81
2017-2018,41,OREGON,Seaside Heights Elementary School,OR-00000000001935,4111100,OR-00000000001935-00000000000000000152,411110000161,23.34
2017-2018,41,OREGON,Gearhart Elementary School,OR-00000000001935,4111100,OR-00000000001935-00000000000000000153,411110000162,16.80
2017-2018,41,OREGON,Seaside High School,OR-00000000001935,4111100,OR-00000000001935-00000000000000000154,411110000163,24.50
2017-2018,41,OREGON,The Cannon Beach Academy,OR-00000000001935,4111100,OR-00000000001935-00000000000000005385,411110001857,1.41
2017-2018,41,OREGON,Faulconer-Chapman School,OR-00000000002257,4111220,OR-00000000002257-00000000000000001235,411122001285,33.61
2017-2018,41,OREGON,Sheridan High School,OR-00000000002257,4111220,OR-00000000002257-00000000000000001237,411122001287,14.91
2017-2018,41,OREGON,Sheridan Japanese School,OR-00000000002257,4111220,OR-00000000002257-00000000000000002728,411122001450,6.00
2017-2018,41,OREGON,Sheridan AllPrep Academy,OR-00000000002257,4111220,OR-00000000002257-00000000000000004833,411122001803,6.82
2017-2018,41,OREGON,Sherman County School,OR-00000000002195,4111250,OR-00000000002195-00000000000000001010,411125001068,15.63
2017-2018,41,OREGON,Archer Glen Elementary School,OR-00000000002244,4111290,OR-00000000002244-00000000000000001334,411129000679,24.02
2017-2018,41,OREGON,J Clyde Hopkins Elementary School,OR-00000000002244,4111290,OR-00000000002244-00000000000000001191,411129001244,23.94
2017-2018,41,OREGON,Sherwood Middle School,OR-00000000002244,4111290,OR-00000000002244-00000000000000001192,411129001245,31.44
2017-2018,41,OREGON,Sherwood High School,OR-00000000002244,4111290,OR-00000000002244-00000000000000001193,411129001246,72.58
2017-2018,41,OREGON,Middleton Elementary School,OR-00000000002244,4111290,OR-00000000002244-00000000000000003222,411129001501,27.10
2017-2018,41,OREGON,Sherwood Charter School,OR-00000000002244,4111290,OR-00000000002244-00000000000000004220,411129001684,12.70
2017-2018,41,OREGON,Edy Ridge Elementary School,OR-00000000002244,4111290,OR-00000000002244-00000000000000004730,411129001772,27.89
2017-2018,41,OREGON,Laurel Ridge Middle School,OR-00000000002244,4111290,OR-00000000002244-00000000000000004731,411129001788,21.74
2017-2018,41,OREGON,North Lake School,OR-00000000002061,4111400,OR-00000000002061-00000000000000001289,411140001381,17.17
2017-2018,41,OREGON,Butte Creek Elementary School,OR-00000000002138,4111450,OR-00000000002138-00000000000000000119,411145000127,19.59
2017-2018,41,OREGON,Mark Twain Elementary,OR-00000000002138,4111450,OR-00000000002138-00000000000000000714,411145000762,17.60
2017-2018,41,OREGON,Silverton Middle School,OR-00000000002138,4111450,OR-00000000002138-00000000000000000715,411145000763,22.77
2017-2018,41,OREGON,Robert Frost Elementary School,OR-00000000002138,4111450,OR-00000000002138-00000000000000000716,411145000764,22.27
2017-2018,41,OREGON,Evergreen Elementary School,OR-00000000002138,4111450,OR-00000000002138-00000000000000000718,411145000766,4.10
2017-2018,41,OREGON,Victor Point Elementary School,OR-00000000002138,4111450,OR-00000000002138-00000000000000000777,411145000822,10.90
2017-2018,41,OREGON,Pratum Elementary School,OR-00000000002138,4111450,OR-00000000002138-00000000000000000780,411145000825,3.60
2017-2018,41,OREGON,Bethany Charter School,OR-00000000002138,4111450,OR-00000000002138-00000000000000000784,411145000829,5.49
2017-2018,41,OREGON,Scotts Mills Elementary School,OR-00000000002138,4111450,OR-00000000002138-00000000000000000785,411145000830,9.04
2017-2018,41,OREGON,Silver Crest Elementary School,OR-00000000002138,4111450,OR-00000000002138-00000000000000000795,411145000840,8.25
2017-2018,41,OREGON,Central Howell Elementary School,OR-00000000002138,4111450,OR-00000000002138-00000000000000000807,411145000852,7.95
2017-2018,41,OREGON,Silverton High School,OR-00000000002138,4111450,OR-00000000002138-00000000000000000812,411145000857,61.20
2017-2018,41,OREGON,The Community Roots School,OR-00000000002138,4111450,OR-00000000002138-00000000000000004746,411145001769,6.25
2017-2018,41,OREGON,Sisters High School,OR-00000000001978,4111490,OR-00000000001978-00000000000000001294,411149000073,20.51
2017-2018,41,OREGON,Sisters Elementary School,OR-00000000001978,4111490,OR-00000000001978-00000000000000000264,411149000283,18.22
2017-2018,41,OREGON,Sisters Middle School,OR-00000000001978,4111490,OR-00000000001978-00000000000000001293,411149000943,16.33
2017-2018,41,OREGON,Bohemia Elementary School,OR-00000000002087,4111580,OR-00000000002087-00000000000000000573,411158000608,27.80
2017-2018,41,OREGON,Dorena School,OR-00000000002087,4111580,OR-00000000002087-00000000000000000574,411158000609,6.88
2017-2018,41,OREGON,Harrison Elementary School,OR-00000000002087,4111580,OR-00000000002087-00000000000000000576,411158000611,22.50
2017-2018,41,OREGON,Latham Elementary School,OR-00000000002087,4111580,OR-00000000002087-00000000000000000577,411158000612,7.00
2017-2018,41,OREGON,London School,OR-00000000002087,4111580,OR-00000000002087-00000000000000000578,411158000613,6.00
2017-2018,41,OREGON,Lincoln Middle School,OR-00000000002087,4111580,OR-00000000002087-00000000000000000579,411158000614,27.60
2017-2018,41,OREGON,Cottage Grove High School,OR-00000000002087,4111580,OR-00000000002087-00000000000000000580,411158000615,38.55
2017-2018,41,OREGON,Al Kennedy High School,OR-00000000002087,4111580,OR-00000000002087-00000000000000001791,411158001390,5.00
2017-2018,41,OREGON,Childs Way Charter School,OR-00000000002087,4111580,OR-00000000002087-00000000000000004395,411158001677,3.20
2017-2018,41,OREGON,Academy for Character Education,OR-00000000002087,4111580,OR-00000000002087-00000000000000004555,411158001727,4.84
2017-2018,41,OREGON,Canyonville School,OR-00000000001994,4111610,OR-00000000001994-00000000000000000289,411161000309,11.00
